name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Printed Organza, white, 0.36 x 9m",ORD1-008,5901157421418,"Printed Organza, white with gold print on one side and silver on the other side, size 0.36x9 meters.",https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_01_S.jpg;https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_02_S.jpg;https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_03_S.jpg;https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_04_S.jpg;https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_05_S.jpg;https://shop.partydeco.pl/media/products/ccedf68454a66a0a7f962c3b3907fec8/images/ORD1-008_06_S.jpg,"Products > Tapes / Fabrics > Organza with print","Organza with print",13.45,23,16.54,PLN,1,174,,PC,1,1,24,54074100,CHN,4.2,4.2,36,0.09945,
"Organza Plain, white, 1.50 x 50m (1 pc. / 50 lm)",ORPR-008,5901157423221,"Organza Plain, white, size of roll 1.5x50 meters.<BR>(1 pc. / 50 lm)",https://shop.partydeco.pl/media/products/f22cdd15477c059fc40a3364248c8202/images/ORPR-008_01_S.jpg;https://shop.partydeco.pl/media/products/f22cdd15477c059fc40a3364248c8202/images/ORPR-008_02_S.jpg,"Products > Tapes / Fabrics > Organza plain","Organza plain",144.68,23,177.96,PLN,1,51,,PC,1,1,8,54074100,CHN,8,8,154,1.63,
"Thin Fabric, white, 1.5 x 100m",MCB-008,5902230759374,"Thin Fabric, white, sheer, semi-glossy, width 1.5 meter, length 100 meters.",https://shop.partydeco.pl/media/products/ad7e7813809de883f9648c0f449176e1/images/MCB-008_01_S.jpg;https://shop.partydeco.pl/media/products/ad7e7813809de883f9648c0f449176e1/images/MCB-008_02_S.jpg;https://shop.partydeco.pl/media/products/ad7e7813809de883f9648c0f449176e1/images/MCB-008_03_S.jpg,"Products > Tapes / Fabrics > Materials",Materials,354.78,23,436.38,PLN,1,57,,PC,1,0,0,58041090,CHN,10,10,154,8.25,
"Tulle Plain, white, 0.3 x 9m (1 pc. / 9 lm)",TIU30-008,5901157444882,"Tulle Plain, white, on a roll, size 0.3x9 meters.<BR>(1 pc. / 9 lm)",https://shop.partydeco.pl/media/products/01eb4ec25b095e67ebf9bc9d79726920/images/TIU30-008_01_S.jpg;https://shop.partydeco.pl/media/products/01eb4ec25b095e67ebf9bc9d79726920/images/TIU30-008_02_S.jpg;https://shop.partydeco.pl/media/products/01eb4ec25b095e67ebf9bc9d79726920/images/TIU30-008_03_S.jpg,"OCCASIONS > Holy Communion Materials > Holy Communion Tulle","Holy Communion Tulle",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, sky-ble, 0.3 x 9m",TIU30-011,5901157451583,"Tulle Plain, sky-blue, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/31f778c7a16e38ceaaeed8defa384dd4/images/TIU30-011_01_S.jpg;https://shop.partydeco.pl/media/products/31f778c7a16e38ceaaeed8defa384dd4/images/TIU30-011_02_S.jpg;https://shop.partydeco.pl/media/products/31f778c7a16e38ceaaeed8defa384dd4/images/TIU30-011_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, deep red, 0.3 x 9m",TIU30-082,5901157444905,"Tulle Plain, deep red, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/5858db759143eb5fc851bd469c2e7867/images/TIU30-082_01_S.jpg;https://shop.partydeco.pl/media/products/5858db759143eb5fc851bd469c2e7867/images/TIU30-082_02_S.jpg;https://shop.partydeco.pl/media/products/5858db759143eb5fc851bd469c2e7867/images/TIU30-082_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,0,0,2021-06-10,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, black, 0.3 x 9m (1 pc. / 9 lm)",TIU30-010,5901157451705,"Tulle Plain, black, on a roll, size 0.3x9 meters.<BR>(1 pc. / 9 lm)",https://shop.partydeco.pl/media/products/cddc26e5f395c177d6acb4bdd922170f/images/TIU30-010_01_S.jpg;https://shop.partydeco.pl/media/products/cddc26e5f395c177d6acb4bdd922170f/images/TIU30-010_02_S.jpg;https://shop.partydeco.pl/media/products/cddc26e5f395c177d6acb4bdd922170f/images/TIU30-010_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, violet, 0.3 x 9m (1 pc. / 9 lm)",TIU30-014,5901157444929,"Tulle Plain, violet, on a roll, size 0.3x9 meters.<BR>(1 pc. / 9 lm)",https://shop.partydeco.pl/media/products/d00153b864181a87cde6090e7b8fd1be/images/TIU30-014_01_S.jpg;https://shop.partydeco.pl/media/products/d00153b864181a87cde6090e7b8fd1be/images/TIU30-014_02_S.jpg;https://shop.partydeco.pl/media/products/d00153b864181a87cde6090e7b8fd1be/images/TIU30-014_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,211,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, fuchsia, 0.3 x 9m",TIU30-080,5901157451552,"Tulle Plain, fuchsia, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/75f70cf9f1ea311ee93047bc06c58081/images/TIU30-080_01_S.jpg;https://shop.partydeco.pl/media/products/75f70cf9f1ea311ee93047bc06c58081/images/TIU30-080_02_S.jpg;https://shop.partydeco.pl/media/products/75f70cf9f1ea311ee93047bc06c58081/images/TIU30-080_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,15,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, navy blue, 0.3 x 9m",TIU30-074,5901157451675,"Tulle Plain, navy blue, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/53048aa4e9c10b0c38a96e2c97fc81ac/images/TIU30-074_01_S.jpg;https://shop.partydeco.pl/media/products/53048aa4e9c10b0c38a96e2c97fc81ac/images/TIU30-074_02_S.jpg;https://shop.partydeco.pl/media/products/53048aa4e9c10b0c38a96e2c97fc81ac/images/TIU30-074_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, light green, 0.3 x 9m",TIU30-102,5901157451781,"Tulle Plain, light green, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/e0723a9e05c103350f3ef27240785813/images/TIU30-102_01_S.jpg;https://shop.partydeco.pl/media/products/e0723a9e05c103350f3ef27240785813/images/TIU30-102_02_S.jpg;https://shop.partydeco.pl/media/products/e0723a9e05c103350f3ef27240785813/images/TIU30-102_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, light pink, 0.3 x 9m",TIU30-081,5901157451491,"Tulle Plain, light pink, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/0e8110c1f5ebc1110f7caeb49f6f413d/images/TIU30-081_01_S.jpg;https://shop.partydeco.pl/media/products/0e8110c1f5ebc1110f7caeb49f6f413d/images/TIU30-081_02_S.jpg;https://shop.partydeco.pl/media/products/0e8110c1f5ebc1110f7caeb49f6f413d/images/TIU30-081_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, cream, 0.3 x 9m (1 pc. / 9 lm)",TIU30-079,5901157444899,"Tulle Plain, cream, on a roll, size 0.3x9 meters.<BR>(1 pc. / 9 lm)",https://shop.partydeco.pl/media/products/c0972ae9b87e58e91896a7ec28259cad/images/TIU30-079_01_S.jpg;https://shop.partydeco.pl/media/products/c0972ae9b87e58e91896a7ec28259cad/images/TIU30-079_02_S.jpg;https://shop.partydeco.pl/media/products/c0972ae9b87e58e91896a7ec28259cad/images/TIU30-079_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, lilac, 0.3 x 9m",TIU30-004,5901157451644,"Tulle Plain, lilac, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/4690c13235ed6c7a3e97974199571f25/images/TIU30-004_01_S.jpg;https://shop.partydeco.pl/media/products/4690c13235ed6c7a3e97974199571f25/images/TIU30-004_02_S.jpg;https://shop.partydeco.pl/media/products/4690c13235ed6c7a3e97974199571f25/images/TIU30-004_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,223,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, mint, 0.3 x 9m",TIU30-103,5901157451767,"Tulle Plain, mint, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/fc247e9ce5b03be64a86b57e67624324/images/TIU30-103_01_S.jpg;https://shop.partydeco.pl/media/products/fc247e9ce5b03be64a86b57e67624324/images/TIU30-103_02_S.jpg;https://shop.partydeco.pl/media/products/fc247e9ce5b03be64a86b57e67624324/images/TIU30-103_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,0,0,2021-06-10,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, yellow, 0.3 x 9m",TIU30-009,5901157451460,"Tulle Plain, yellow, on a roll, size 0.3x9 meters.",https://shop.partydeco.pl/media/products/fe26577ca764d0ef8eb0220da4c8be76/images/TIU30-009_01_S.jpg;https://shop.partydeco.pl/media/products/fe26577ca764d0ef8eb0220da4c8be76/images/TIU30-009_02_S.jpg;https://shop.partydeco.pl/media/products/fe26577ca764d0ef8eb0220da4c8be76/images/TIU30-009_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",3.15,23,3.87,PLN,1,300,,PC,1,1,45,58041090,CHN,4.5,4.5,30,0.0534,
"Tulle Plain, white, 0.5 x 9m (1 pc. / 9 lm)",TIU50-008,5901157444936,"Tulle Plain, white, on a roll, size 0.5x9 meters.<BR>(1 pc. / 9 lm)",https://shop.partydeco.pl/media/products/7fc50be845fa4944859ef77aae7814ab/images/TIU50-008_01_S.jpg;https://shop.partydeco.pl/media/products/7fc50be845fa4944859ef77aae7814ab/images/TIU50-008_02_S.jpg;https://shop.partydeco.pl/media/products/7fc50be845fa4944859ef77aae7814ab/images/TIU50-008_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.80,23,5.90,PLN,1,300,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, sky-blue, 0.5 x 9m",TIU50-011,5901157451590,"Tulle Plain, sky-blue, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/9db31a27d6a594bffa1032c4d07839d0/images/TIU50-011_01_S.jpg;https://shop.partydeco.pl/media/products/9db31a27d6a594bffa1032c4d07839d0/images/TIU50-011_02_S.jpg;https://shop.partydeco.pl/media/products/9db31a27d6a594bffa1032c4d07839d0/images/TIU50-011_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.80,23,5.90,PLN,1,300,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, black, 0.5 x 9m",TIU50-010,5901157451712,"Tulle Plain, black, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/06258e88df5ececc71afecf99e7c8335/images/TIU50-010_01_S.jpg;https://shop.partydeco.pl/media/products/06258e88df5ececc71afecf99e7c8335/images/TIU50-010_02_S.jpg;https://shop.partydeco.pl/media/products/06258e88df5ececc71afecf99e7c8335/images/TIU50-010_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.40,23,5.41,PLN,1,300,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, violet, 0.5 x 9m",TIU50-014,5901157444974,"Tulle Plain, violet, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/dc3b303385c63863c7d66dfc1b296986/images/TIU50-014_01_S.jpg;https://shop.partydeco.pl/media/products/dc3b303385c63863c7d66dfc1b296986/images/TIU50-014_02_S.jpg;https://shop.partydeco.pl/media/products/dc3b303385c63863c7d66dfc1b296986/images/TIU50-014_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.40,23,5.41,PLN,1,300,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, fuchsia, 0.5 x 9m",TIU50-080,5901157451569,"Tulle Plain, fuchsia, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/b1431ffe6b64d3d3e3069c17c05e06b2/images/TIU50-080_01_S.jpg;https://shop.partydeco.pl/media/products/b1431ffe6b64d3d3e3069c17c05e06b2/images/TIU50-080_02_S.jpg;https://shop.partydeco.pl/media/products/b1431ffe6b64d3d3e3069c17c05e06b2/images/TIU50-080_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.40,23,5.41,PLN,1,210,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, navy blue, 0.5 x 9m",TIU50-074,5901157451682,"Tulle Plain, navy blue, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/2bc999e90d8be08c3a1dcc6f6564f793/images/TIU50-074_01_S.jpg;https://shop.partydeco.pl/media/products/2bc999e90d8be08c3a1dcc6f6564f793/images/TIU50-074_02_S.jpg;https://shop.partydeco.pl/media/products/2bc999e90d8be08c3a1dcc6f6564f793/images/TIU50-074_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.40,23,5.41,PLN,1,276,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, light pink, 0.5 x 9m",TIU50-081,5901157451507,"Tulle Plain, light pink, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/c161bfa0777f4ff92e5506fa184237b8/images/TIU50-081_01_S.jpg;https://shop.partydeco.pl/media/products/c161bfa0777f4ff92e5506fa184237b8/images/TIU50-081_02_S.jpg;https://shop.partydeco.pl/media/products/c161bfa0777f4ff92e5506fa184237b8/images/TIU50-081_03_S.jpg,"OCCASIONS > Holy Communion Materials > Holy Communion Tulle","Holy Communion Tulle",4.40,23,5.41,PLN,1,272,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, cream, 0.5 x 9m",TIU50-079,5901157444943,"Tulle Plain, cream, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/f35c7a0597d8ac1e288f5b4a0689e2a8/images/TIU50-079_01_S.jpg;https://shop.partydeco.pl/media/products/f35c7a0597d8ac1e288f5b4a0689e2a8/images/TIU50-079_02_S.jpg;https://shop.partydeco.pl/media/products/f35c7a0597d8ac1e288f5b4a0689e2a8/images/TIU50-079_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.40,23,5.41,PLN,1,24,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Tulle Plain, mint, 0.5 x 9m",TIU50-103,5901157451774,"Tulle Plain, mint, on a roll, size 0.5x9 meters.",https://shop.partydeco.pl/media/products/e70e77d469cb75a55ec38ed16ab09522/images/TIU50-103_01_S.jpg;https://shop.partydeco.pl/media/products/e70e77d469cb75a55ec38ed16ab09522/images/TIU50-103_02_S.jpg;https://shop.partydeco.pl/media/products/e70e77d469cb75a55ec38ed16ab09522/images/TIU50-103_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",4.24,23,5.22,PLN,1,76,,PC,1,1,24,58041090,CHN,5.1,5.1,50,0.0859,
"Fine Tulle, white, 1.6 x 100m (1 pc. / 100 lm)",TDB-008,5902230756731,"Fine Tulle, white, size 1.6x100 meters.<BR>(1 pc. / 100 lm)",https://shop.partydeco.pl/media/products/7097f5bf8da8e583f8d12c3d6bec5260/images/TDB-008_01_S.jpg;https://shop.partydeco.pl/media/products/7097f5bf8da8e583f8d12c3d6bec5260/images/TDB-008_02_S.jpg,"Products > Tapes / Fabrics > Tulle > Fine tulle","Fine tulle",637.50,23,784.13,PLN,1,23,,PC,1,0,0,58041090,CHN,16,16,174,5.1,
"Pendants Diamonds, colourless, 31 x 37mm (1 pkt / 5 pc.)",AB1-31-099,5901157430977,"Crystal Pendants Diamonds, colourless, 31x37 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/86d49c860e01c20440778ce8b9bc9a61/images/AB1-31-099_01_S.jpg;https://shop.partydeco.pl/media/products/86d49c860e01c20440778ce8b9bc9a61/images/AB1-31-099_02_S.jpg;https://shop.partydeco.pl/media/products/86d49c860e01c20440778ce8b9bc9a61/images/AB1-31-099_03_S.jpg;https://shop.partydeco.pl/media/products/86d49c860e01c20440778ce8b9bc9a61/images/AB1-31-099_04_S.jpg,,,3.49,23,4.29,PLN,0,0,,PK,5,1,30,39264000,CHN,9.4,3.3,12.5,0.0718,
"Pendants Diamonds, colourless, 39 x 42mm (1 pkt / 5 pc.)",AB1-39-099,5901157430984,"Crystal Pendants Diamonds, colourless, 39x42 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/5db01db4302535b27e58f0ef8be27ce8/images/AB1-39-099_01_S.jpg;https://shop.partydeco.pl/media/products/5db01db4302535b27e58f0ef8be27ce8/images/AB1-39-099_02_S.jpg;https://shop.partydeco.pl/media/products/5db01db4302535b27e58f0ef8be27ce8/images/AB1-39-099_03_S.jpg,,,5.93,23,7.29,PLN,0,0,,PK,5,1,30,39264000,CHN,9.5,3.3,13.4,0.12055,
"Pendants Spheres, colourless, 32 x 34mm (1 pkt / 5 pc.)",AB2-32-099,5901157431011,"Crystal Pendants Spheres, colourless, 32x34 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/3b5470d68789e2f0a4068ff3c436fd7d/images/AB2-32-099_01_S.jpg;https://shop.partydeco.pl/media/products/3b5470d68789e2f0a4068ff3c436fd7d/images/AB2-32-099_02_S.jpg;https://shop.partydeco.pl/media/products/3b5470d68789e2f0a4068ff3c436fd7d/images/AB2-32-099_03_S.jpg,,,5.59,23,6.88,PLN,1,300,,PK,5,1,30,39264000,CHN,9.5,3,13.5,0.09705,
"Pendants Spheres, colourless, 35 x 41mm (1 pkt / 5 pc.)",AB2-35-099,5901157430854,"Crystal Pendants Spheres, colourless, 35x41 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/071561e34d9ca343e2940f0c3d53e101/images/AB2-35-099_01_S.jpg;https://shop.partydeco.pl/media/products/071561e34d9ca343e2940f0c3d53e101/images/AB2-35-099_02_S.jpg;https://shop.partydeco.pl/media/products/071561e34d9ca343e2940f0c3d53e101/images/AB2-35-099_03_S.jpg,,,8.13,23,10.00,PLN,1,300,,PK,5,1,30,39264000,CHN,11,4.7,13,0.13655,
"Pendants Drops, colourless, 23 x 51mm (1 pkt / 5 pc.)",AB3-23-099,5901157431028,"Crystal Pendants Drops, colourless, 23x51 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/f73950f09d8fb2e805a3fc9247925e18/images/AB3-23-099_01_S.jpg;https://shop.partydeco.pl/media/products/f73950f09d8fb2e805a3fc9247925e18/images/AB3-23-099_02_S.jpg;https://shop.partydeco.pl/media/products/f73950f09d8fb2e805a3fc9247925e18/images/AB3-23-099_03_S.jpg;https://shop.partydeco.pl/media/products/f73950f09d8fb2e805a3fc9247925e18/images/AB3-23-099_04_S.jpg,,,4.08,23,5.02,PLN,1,300,,PK,5,1,30,39264000,CHN,9.3,2.4,12,0.0667,
"Pendants Hearts, colourless, 40 x 42mm (1 pkt / 5 pc.)",AH1-40-099,5901157430960,"Crystal Pendants Hearts, colourless, 40x42 millimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/1ac3d5033f96896f8faf6f2cab973bdd/images/AH1-40-099_01_S.jpg;https://shop.partydeco.pl/media/products/1ac3d5033f96896f8faf6f2cab973bdd/images/AH1-40-099_02_S.jpg;https://shop.partydeco.pl/media/products/1ac3d5033f96896f8faf6f2cab973bdd/images/AH1-40-099_03_S.jpg,"Products > Crystals / Glass > Crystal pendants","Crystal pendants",4.08,23,5.02,PLN,0,0,,PK,5,1,30,39264000,CHN,9.5,2,12.7,0.08935,
"Diamond confetti, gold, 12mm (1 pkt / 100 pc.)",ADC12-019,5901157441812,"Diamond confetti, gold, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/546d654c42f71dfd49814cb427cee51e/images/ADC12-019_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.56,23,1.92,PLN,1,300,,PK,100,1,30,95059000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, dark blue, 12mm (1 pkt / 100 pc.)",ADC12-066,5901157443489,"Diamond confetti, dark blue, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/9644c9d5cdca4e3b095c7680858271b3/images/ADC12-066_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.49,23,1.83,PLN,0,0,,PK,100,1,30,39264000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, light pink, 12mm (1 pkt / 100 pc.)",ADC12-081J,5901157430991,"Diamond confetti, light pink, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/c4fb3de24e18c2298f40cb0fdcd6a128/images/ADC12-081J_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.56,23,1.92,PLN,1,300,,PK,100,1,30,39264000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, turquoise, 12mm (1 pkt / 100 pc.)",ADC12-083,5901157430816,"Diamond confetti, turquoise, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/843b91ec7931124a3aaa8e4e7b40d727/images/ADC12-083_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.56,23,1.92,PLN,1,300,,PK,100,1,30,39264000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, colourless, 12mm (1 pkt / 100 pc.)",ADC12-099,5901157430786,"Diamond confetti, colourless, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/96e87791c903c730158a8993dcba7370/images/ADC12-099_01_S.jpg;https://shop.partydeco.pl/media/products/96e87791c903c730158a8993dcba7370/images/ADC12-099_02_S.jpg;https://shop.partydeco.pl/media/products/96e87791c903c730158a8993dcba7370/images/ADC12-099_03_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.56,23,1.92,PLN,1,300,,PK,100,1,30,39264000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, light green, 12mm (1 pkt / 100 pc.)",ADC12-102,5901157430830,"Diamond confetti, light green, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/8c94757e93fb3c9f480d8de200fb6f1f/images/ADC12-102_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.49,23,1.83,PLN,0,0,,PK,100,1,30,39264000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, plum, 12mm (1 pkt / 100 pc.)",ADC12-105,5901157430793,"Diamond confetti, plum, size 12 millimeters.<BR>(1 pkt / 100 pc.)",https://shop.partydeco.pl/media/products/60dfada96e281b118737d0311ff18e54/images/ADC12-105_01_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.49,23,1.83,PLN,0,0,,PK,100,1,30,95059000,CHN,9.5,1,11.7,0.0328,
"Diamond confetti, colourless, 20mm (1 pkt / 10 pc.)",ADC20-099,5901157430892,"Diamond confetti, colourless, size 20 millimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/68fdba85806ba32ec1038f1328e4c57e/images/ADC20-099_01_S.jpg;https://shop.partydeco.pl/media/products/68fdba85806ba32ec1038f1328e4c57e/images/ADC20-099_02_S.jpg;https://shop.partydeco.pl/media/products/68fdba85806ba32ec1038f1328e4c57e/images/ADC20-099_03_S.jpg,"Products > Crystals / Glass > Crystal diamonds","Crystal diamonds",1.10,23,1.35,PLN,1,300,,PK,10,1,30,95059000,CHN,9.5,1.2,11,0.0182,
